Timestamp	Normalizacao	PCA	Treino%	Classificador	k	Distancia	Acc_Val	Acc_Test	Precision_Test	Recall_Test	F1_Test	Tempo_Treino_s	Tempo_Pred_s	Tempo_Total_s
20250608_174401	[-1,1]	50	0.9	log			0.906	0.907	0.907	0.907	0.907	9.502422	0.001139	9.519505
20250608_174410	[-1,1]	50	0.9	log			0.906	0.907	0.907	0.907	0.907	9.414267	0.001284	9.431146
20250608_174420	[-1,1]	50	0.9	log			0.906	0.907	0.907	0.907	0.907	9.481802	0.001121	9.498329
20250608_174429	[-1,1]	50	0.9	log			0.906	0.907	0.907	0.907	0.907	9.414872	0.001284	9.432126
20250608_174439	[-1,1]	50	0.9	log			0.906	0.907	0.907	0.907	0.907	9.437010	0.002919	9.460179
20250608_174448	[-1,1]	50	0.9	log			0.906	0.907	0.907	0.907	0.907	9.401062	0.001170	9.418901
20250608_174458	[-1,1]	50	0.9	log			0.906	0.907	0.907	0.907	0.907	9.396147	0.001300	9.413058
20250608_174501	[-1,1]	100	0.6	knn	1	euclidean	0.972	0.973	0.973	0.973	0.973	0.004971	2.525029	2.562981
20250608_174520	[-1,1]	100	0.6	knn	1	manhattan	0.968	0.967	0.967	0.967	0.966	0.004572	18.623143	18.659812
20250608_174541	[-1,1]	100	0.6	knn	1	chebyshev	0.963	0.961	0.961	0.961	0.961	0.004541	21.674374	21.711318
20250608_174544	[-1,1]	100	0.6	knn	3	euclidean	0.973	0.973	0.973	0.973	0.972	0.004614	2.594559	2.631784
20250608_174603	[-1,1]	100	0.6	knn	3	manhattan	0.967	0.967	0.967	0.967	0.967	0.004707	19.258031	19.297019
20250608_174626	[-1,1]	100	0.6	knn	3	chebyshev	0.965	0.962	0.962	0.962	0.962	0.004620	22.797103	22.835561
20250608_174629	[-1,1]	100	0.6	knn	5	euclidean	0.972	0.971	0.971	0.971	0.971	0.004751	2.580117	2.617555
20250608_174648	[-1,1]	100	0.6	knn	5	manhattan	0.966	0.965	0.965	0.965	0.965	0.004683	18.927735	18.964919
20250608_174710	[-1,1]	100	0.6	knn	5	chebyshev	0.964	0.962	0.962	0.962	0.962	0.004663	22.182309	22.219368
20250608_174713	[-1,1]	100	0.6	knn	7	euclidean	0.971	0.971	0.971	0.971	0.971	0.004619	2.726587	2.763768
20250608_174732	[-1,1]	100	0.6	knn	7	manhattan	0.965	0.964	0.965	0.964	0.964	0.004567	19.224979	19.264260
20250608_174755	[-1,1]	100	0.6	knn	7	chebyshev	0.963	0.961	0.961	0.961	0.961	0.004594	22.650636	22.688215
20250608_174814	[-1,1]	100	0.6	log			0.916	0.918	0.918	0.918	0.918	19.592898	0.005753	19.632516
20250608_174835	[-1,1]	100	0.6	log			0.916	0.918	0.918	0.918	0.918	20.261988	0.005581	20.304964
20250608_174854	[-1,1]	100	0.6	log			0.916	0.918	0.918	0.918	0.918	19.607228	0.006012	19.657832
20250608_174914	[-1,1]	100	0.6	log			0.916	0.918	0.918	0.918	0.918	19.821838	0.005460	19.860922
20250608_174934	[-1,1]	100	0.6	log			0.916	0.918	0.918	0.918	0.918	19.821953	0.005483	19.863404
20250608_174953	[-1,1]	100	0.6	log			0.916	0.918	0.918	0.918	0.918	19.448496	0.005477	19.488410
20250608_175013	[-1,1]	100	0.6	log			0.916	0.918	0.918	0.918	0.918	19.529019	0.005370	19.567830
20250608_175033	[-1,1]	100	0.6	log			0.916	0.918	0.918	0.918	0.918	19.559305	0.005510	19.597826
20250608_175052	[-1,1]	100	0.6	log			0.916	0.918	0.918	0.918	0.918	19.495645	0.005504	19.534918
20250608_175112	[-1,1]	100	0.6	log			0.916	0.918	0.918	0.918	0.918	19.752145	0.010074	19.804216
20250608_175131	[-1,1]	100	0.6	log			0.916	0.918	0.918	0.918	0.918	19.429670	0.005378	19.468141
20250608_175151	[-1,1]	100	0.6	log			0.916	0.918	0.918	0.918	0.918	19.448606	0.005586	19.486259
20250608_175152	[-1,1]	100	0.9	knn	1	euclidean	0.979	0.976	0.976	0.976	0.976	0.006528	0.869661	0.898954
20250608_175200	[-1,1]	100	0.9	knn	1	manhattan	0.974	0.968	0.968	0.968	0.968	0.006249	8.083031	8.112018
20250608_175210	[-1,1]	100	0.9	knn	1	chebyshev	0.965	0.965	0.965	0.965	0.965	0.006272	10.546783	10.577079
20250608_175211	[-1,1]	100	0.9	knn	3	euclidean	0.975	0.975	0.975	0.975	0.975	0.006270	0.914612	0.945153
20250608_175220	[-1,1]	100	0.9	knn	3	manhattan	0.971	0.966	0.967	0.966	0.966	0.006339	8.239927	8.269664
20250608_175230	[-1,1]	100	0.9	knn	3	chebyshev	0.965	0.965	0.965	0.965	0.965	0.006358	9.942051	9.971701
20250608_175231	[-1,1]	100	0.9	knn	5	euclidean	0.972	0.975	0.976	0.975	0.975	0.006637	0.869344	0.899319
20250608_175239	[-1,1]	100	0.9	knn	5	manhattan	0.968	0.968	0.968	0.968	0.968	0.006424	8.370405	8.399989
20250608_175249	[-1,1]	100	0.9	knn	5	chebyshev	0.966	0.964	0.964	0.964	0.964	0.006537	9.752250	9.782682
20250608_175250	[-1,1]	100	0.9	knn	7	euclidean	0.969	0.975	0.975	0.975	0.975	0.006691	0.939155	0.970336
20250608_175258	[-1,1]	100	0.9	knn	7	manhattan	0.966	0.966	0.966	0.966	0.966	0.006459	8.348246	8.378711
20250608_175308	[-1,1]	100	0.9	knn	7	chebyshev	0.965	0.964	0.964	0.964	0.964	0.007148	9.813679	9.844257
20250608_175331	[-1,1]	100	0.9	log			0.917	0.914	0.914	0.914	0.914	23.031557	0.001607	23.056723
20250608_175354	[-1,1]	100	0.9	log			0.917	0.914	0.914	0.914	0.914	23.296365	0.001565	23.326224
20250608_175418	[-1,1]	100	0.9	log			0.917	0.914	0.914	0.914	0.914	23.405506	0.001617	23.432561
20250608_175441	[-1,1]	100	0.9	log			0.917	0.914	0.914	0.914	0.914	23.485208	0.001642	23.514619
20250608_175505	[-1,1]	100	0.9	log			0.917	0.914	0.914	0.914	0.914	23.259596	0.001579	23.284850
20250608_175528	[-1,1]	100	0.9	log			0.917	0.914	0.914	0.914	0.914	23.319525	0.003078	23.346893
20250608_175551	[-1,1]	100	0.9	log			0.917	0.914	0.914	0.914	0.914	23.061229	0.001867	23.087529
20250608_175614	[-1,1]	100	0.9	log			0.917	0.914	0.914	0.914	0.914	23.041366	0.001566	23.068307
20250608_175637	[-1,1]	100	0.9	log			0.917	0.914	0.914	0.914	0.914	23.418339	0.001575	23.451482
20250608_175701	[-1,1]	100	0.9	log			0.917	0.914	0.914	0.914	0.914	23.037945	0.001552	23.062931
20250608_175724	[-1,1]	100	0.9	log			0.917	0.914	0.914	0.914	0.914	23.480865	0.002693	23.508892
20250608_175747	[-1,1]	100	0.9	log			0.917	0.914	0.914	0.914	0.914	23.092480	0.001646	23.117331
20250608_175751	[-1,1]	150	0.6	knn	1	euclidean	0.971	0.972	0.972	0.972	0.972	0.006002	3.035409	3.084390
20250608_175822	[-1,1]	150	0.6	knn	1	manhattan	0.964	0.963	0.963	0.963	0.963	0.005508	31.299526	31.345691
20250608_175856	[-1,1]	150	0.6	knn	1	chebyshev	0.963	0.961	0.961	0.961	0.961	0.005697	33.263010	33.309167
20250608_175859	[-1,1]	150	0.6	knn	3	euclidean	0.972	0.972	0.972	0.972	0.972	0.005571	3.004218	3.050717
20250608_175931	[-1,1]	150	0.6	knn	3	manhattan	0.963	0.963	0.963	0.963	0.963	0.005421	32.409598	32.455415
20250608_180006	[-1,1]	150	0.6	knn	3	chebyshev	0.965	0.962	0.962	0.962	0.962	0.005342	35.134374	35.180604
20250608_180009	[-1,1]	150	0.6	knn	5	euclidean	0.970	0.970	0.970	0.970	0.970	0.005409	2.961122	3.006994
20250608_180043	[-1,1]	150	0.6	knn	5	manhattan	0.963	0.962	0.962	0.962	0.961	0.005875	33.398091	33.444655
20250608_180119	[-1,1]	150	0.6	knn	5	chebyshev	0.964	0.962	0.962	0.962	0.962	0.005370	36.029809	36.076290
20250608_180122	[-1,1]	150	0.6	knn	7	euclidean	0.968	0.969	0.969	0.969	0.969	0.005404	3.396578	3.443821
20250608_180155	[-1,1]	150	0.6	knn	7	manhattan	0.960	0.960	0.961	0.960	0.960	0.006114	32.760512	32.807699
20250608_180230	[-1,1]	150	0.6	knn	7	chebyshev	0.963	0.961	0.961	0.961	0.961	0.005348	34.604364	34.651814
20250608_180306	[-1,1]	150	0.6	log			0.921	0.921	0.921	0.921	0.921	36.473579	0.008473	36.525112
20250608_180343	[-1,1]	150	0.6	log			0.921	0.921	0.921	0.921	0.921	36.419919	0.008836	36.475291
20250608_180419	[-1,1]	150	0.6	log			0.921	0.921	0.921	0.921	0.921	36.452593	0.008535	36.506101
20250608_180456	[-1,1]	150	0.6	log			0.921	0.921	0.921	0.921	0.921	36.375201	0.007272	36.427420
20250608_180532	[-1,1]	150	0.6	log			0.921	0.921	0.921	0.921	0.921	36.022002	0.008408	36.071016
20250608_180608	[-1,1]	150	0.6	log			0.921	0.921	0.921	0.921	0.921	35.977122	0.007259	36.024252
20250608_180644	[-1,1]	150	0.6	log			0.921	0.921	0.921	0.921	0.921	35.977987	0.007223	36.026782
20250608_180720	[-1,1]	150	0.6	log			0.921	0.921	0.921	0.921	0.921	36.060953	0.007530	36.109004
20250608_180756	[-1,1]	150	0.6	log			0.921	0.921	0.921	0.921	0.921	36.547115	0.008244	36.600454
20250608_180833	[-1,1]	150	0.6	log			0.921	0.921	0.921	0.921	0.921	36.601485	0.007554	36.651914
20250608_180909	[-1,1]	150	0.6	log			0.921	0.921	0.921	0.921	0.921	36.172704	0.007365	36.221646
20250608_180945	[-1,1]	150	0.6	log			0.921	0.921	0.921	0.921	0.921	35.984727	0.008562	36.033059
20250608_180947	[-1,1]	150	0.9	knn	1	euclidean	0.976	0.974	0.974	0.974	0.974	0.008116	1.585414	1.623486
20250608_181003	[-1,1]	150	0.9	knn	1	manhattan	0.970	0.965	0.965	0.965	0.964	0.007892	15.485569	15.522480
20250608_181018	[-1,1]	150	0.9	knn	1	chebyshev	0.965	0.965	0.965	0.965	0.965	0.007943	15.545623	15.583488
20250608_181019	[-1,1]	150	0.9	knn	3	euclidean	0.976	0.972	0.972	0.972	0.972	0.007814	1.036478	1.073078
20250608_181033	[-1,1]	150	0.9	knn	3	manhattan	0.966	0.964	0.964	0.964	0.964	0.007691	14.193879	14.230009
20250608_181049	[-1,1]	150	0.9	knn	3	chebyshev	0.965	0.965	0.965	0.965	0.965	0.007959	15.208529	15.245589
20250608_181050	[-1,1]	150	0.9	knn	5	euclidean	0.972	0.971	0.972	0.971	0.971	0.007550	1.036118	1.072248
20250608_181104	[-1,1]	150	0.9	knn	5	manhattan	0.965	0.963	0.964	0.963	0.963	0.007464	14.007586	14.043314
20250608_181119	[-1,1]	150	0.9	knn	5	chebyshev	0.966	0.964	0.964	0.964	0.964	0.007871	15.062785	15.099067
20250608_181120	[-1,1]	150	0.9	knn	7	euclidean	0.971	0.973	0.974	0.973	0.973	0.007858	1.029974	1.066172
20250608_181134	[-1,1]	150	0.9	knn	7	manhattan	0.964	0.964	0.965	0.964	0.964	0.008025	13.857081	13.894313
20250608_181149	[-1,1]	150	0.9	knn	7	chebyshev	0.965	0.964	0.964	0.964	0.964	0.007634	15.351220	15.387514
20250608_181229	[-1,1]	150	0.9	log			0.916	0.918	0.918	0.918	0.918	39.828418	0.002338	39.860034
20250608_181309	[-1,1]	150	0.9	log			0.916	0.918	0.918	0.918	0.918	39.922778	0.002051	39.953917
20250608_181349	[-1,1]	150	0.9	log			0.916	0.918	0.918	0.918	0.918	39.932871	0.002066	39.963472
20250608_181429	[-1,1]	150	0.9	log			0.916	0.918	0.918	0.918	0.918	39.819023	0.001951	39.850108
20250608_181509	[-1,1]	150	0.9	log			0.916	0.918	0.918	0.918	0.918	39.946100	0.002064	39.977114
20250608_181549	[-1,1]	150	0.9	log			0.916	0.918	0.918	0.918	0.918	39.850668	0.002031	39.882318
20250608_181629	[-1,1]	150	0.9	log			0.916	0.918	0.918	0.918	0.918	40.115403	0.002044	40.147236
20250608_181709	[-1,1]	150	0.9	log			0.916	0.918	0.918	0.918	0.918	40.228331	0.002020	40.261014
20250608_181749	[-1,1]	150	0.9	log			0.916	0.918	0.918	0.918	0.918	40.041377	0.002399	40.075056
20250608_181829	[-1,1]	150	0.9	log			0.916	0.918	0.918	0.918	0.918	40.227259	0.001991	40.260463
20250608_181910	[-1,1]	150	0.9	log			0.916	0.918	0.918	0.918	0.918	40.568729	0.002059	40.601658
20250608_181950	[-1,1]	150	0.9	log			0.916	0.918	0.918	0.918	0.918	40.201839	0.002043	40.235020
20250608_181953	sem	10	0.6	knn	1	euclidean	0.913	0.914	0.914	0.914	0.914	0.049789	1.819201	1.889352
20250608_181956	sem	10	0.6	knn	1	manhattan	0.909	0.907	0.907	0.907	0.907	0.052203	3.608956	3.681462
20250608_181958	sem	10	0.6	knn	1	chebyshev	0.903	0.906	0.907	0.906	0.906	0.049720	1.446089	1.515712
20250608_182000	sem	10	0.6	knn	3	euclidean	0.924	0.925	0.925	0.925	0.925	0.050615	2.259392	2.330202
20250608_182005	sem	10	0.6	knn	3	manhattan	0.921	0.921	0.921	0.921	0.921	0.049467	4.736162	4.805374
20250608_182007	sem	10	0.6	knn	3	chebyshev	0.913	0.916	0.916	0.916	0.916	0.050673	1.707103	1.777512
20250608_182009	sem	10	0.6	knn	5	euclidean	0.929	0.930	0.930	0.930	0.930	0.050807	2.511929	2.583104
20250608_182015	sem	10	0.6	knn	5	manhattan	0.926	0.924	0.924	0.924	0.924	0.052845	5.331529	5.404911
20250608_182017	sem	10	0.6	knn	5	chebyshev	0.920	0.922	0.922	0.922	0.921	0.050008	1.839202	1.908901
20250608_182019	sem	10	0.6	knn	7	euclidean	0.929	0.930	0.930	0.930	0.930	0.049209	2.709991	2.780656
20250608_182025	sem	10	0.6	knn	7	manhattan	0.923	0.926	0.926	0.926	0.926	0.049988	5.791613	5.861723
20250608_182027	sem	10	0.6	knn	7	chebyshev	0.920	0.923	0.923	0.923	0.923	0.049476	2.008240	2.077497
20250608_182028	sem	10	0.6	log			0.782	0.785	0.782	0.785	0.781	0.277623	0.002276	0.299313
20250608_182028	sem	10	0.6	log			0.782	0.785	0.782	0.785	0.781	0.279245	0.002121	0.301535
20250608_182028	sem	10	0.6	log			0.782	0.785	0.782	0.785	0.781	0.289078	0.002189	0.310751
20250608_182029	sem	10	0.6	log			0.782	0.785	0.782	0.785	0.781	0.289322	0.002087	0.312822
20250608_182029	sem	10	0.6	log			0.782	0.785	0.782	0.785	0.781	0.309440	0.002016	0.333719
20250608_182029	sem	10	0.6	log			0.782	0.785	0.782	0.785	0.781	0.278501	0.002750	0.301471
20250608_182030	sem	10	0.6	log			0.782	0.785	0.782	0.785	0.781	0.278618	0.002470	0.300917
20250608_182030	sem	10	0.6	log			0.782	0.785	0.782	0.785	0.781	0.277582	0.002323	0.299809
20250608_182030	sem	10	0.6	log			0.782	0.785	0.782	0.785	0.781	0.290678	0.007126	0.324189
20250608_182030	sem	10	0.6	log			0.782	0.785	0.782	0.785	0.781	0.278944	0.002941	0.302171
20250608_182031	sem	10	0.6	log			0.782	0.785	0.782	0.785	0.781	0.289522	0.004938	0.314298
20250608_182031	sem	10	0.6	log			0.782	0.785	0.782	0.785	0.781	0.277899	0.002136	0.300558
20250608_182032	sem	10	0.9	knn	1	euclidean	0.914	0.920	0.919	0.920	0.920	0.084738	0.482653	0.579537
20250608_182033	sem	10	0.9	knn	1	manhattan	0.912	0.910	0.910	0.910	0.910	0.083143	0.946682	1.042097
20250608_182033	sem	10	0.9	knn	1	chebyshev	0.909	0.914	0.914	0.914	0.914	0.081949	0.362532	0.456398
20250608_182034	sem	10	0.9	knn	3	euclidean	0.926	0.931	0.931	0.931	0.931	0.083486	0.597457	0.693707
20250608_182035	sem	10	0.9	knn	3	manhattan	0.924	0.923	0.922	0.923	0.922	0.083571	1.248744	1.344336
20250608_182036	sem	10	0.9	knn	3	chebyshev	0.915	0.923	0.923	0.923	0.923	0.081006	0.436062	0.528889
20250608_182036	sem	10	0.9	knn	5	euclidean	0.928	0.935	0.934	0.935	0.934	0.082425	0.651617	0.746573
20250608_182038	sem	10	0.9	knn	5	manhattan	0.923	0.927	0.927	0.927	0.927	0.084139	1.415940	1.512407
20250608_182039	sem	10	0.9	knn	5	chebyshev	0.915	0.925	0.924	0.925	0.924	0.082187	0.474839	0.568992
20250608_182039	sem	10	0.9	knn	7	euclidean	0.927	0.934	0.934	0.934	0.934	0.082755	0.706720	0.801833
20250608_182041	sem	10	0.9	knn	7	manhattan	0.925	0.933	0.933	0.933	0.933	0.083574	1.553125	1.648770
20250608_182042	sem	10	0.9	knn	7	chebyshev	0.920	0.927	0.926	0.927	0.926	0.083048	0.510314	0.606179
20250608_182042	sem	10	0.9	log			0.776	0.782	0.782	0.782	0.779	0.520778	0.000859	0.534669
20250608_182043	sem	10	0.9	log			0.776	0.782	0.782	0.782	0.779	0.512861	0.002103	0.528230
20250608_182043	sem	10	0.9	log			0.776	0.782	0.782	0.782	0.779	0.533023	0.000849	0.547366
20250608_182044	sem	10	0.9	log			0.776	0.782	0.782	0.782	0.779	0.541491	0.000927	0.557434
20250608_182044	sem	10	0.9	log			0.776	0.782	0.782	0.782	0.779	0.533177	0.001382	0.547365
20250608_182045	sem	10	0.9	log			0.776	0.782	0.782	0.782	0.779	0.532261	0.001254	0.545922
20250608_182045	sem	10	0.9	log			0.776	0.782	0.782	0.782	0.779	0.523344	0.000835	0.536395
20250608_182046	sem	10	0.9	log			0.776	0.782	0.782	0.782	0.779	0.522593	0.001297	0.535921
20250608_182047	sem	10	0.9	log			0.776	0.782	0.782	0.782	0.779	0.542084	0.003421	0.557917
20250608_182047	sem	10	0.9	log			0.776	0.782	0.782	0.782	0.779	0.543154	0.001475	0.558114
20250608_182048	sem	10	0.9	log			0.776	0.782	0.782	0.782	0.779	0.542897	0.000964	0.556071
20250608_182048	sem	10	0.9	log			0.776	0.782	0.782	0.782	0.779	0.521748	0.001208	0.536223
20250608_182051	sem	50	0.6	knn	1	euclidean	0.975	0.973	0.973	0.973	0.973	0.004408	2.189301	2.217948
20250608_182100	sem	50	0.6	knn	1	manhattan	0.972	0.971	0.971	0.971	0.971	0.004241	9.323298	9.351523
20250608_182110	sem	50	0.6	knn	1	chebyshev	0.963	0.961	0.961	0.961	0.961	0.004182	10.084008	10.112612
20250608_182113	sem	50	0.6	knn	3	euclidean	0.975	0.975	0.975	0.975	0.975	0.003793	2.065931	2.093541
20250608_182123	sem	50	0.6	knn	3	manhattan	0.973	0.972	0.972	0.972	0.972	0.003720	9.963543	9.991412
20250608_182134	sem	50	0.6	knn	3	chebyshev	0.965	0.962	0.962	0.962	0.961	0.003839	11.637310	11.665402
20250608_182137	sem	50	0.6	knn	5	euclidean	0.974	0.973	0.973	0.973	0.973	0.003882	2.368582	2.396563
20250608_182147	sem	50	0.6	knn	5	manhattan	0.972	0.971	0.971	0.971	0.971	0.003734	10.128175	10.155211
20250608_182156	sem	50	0.6	knn	5	chebyshev	0.964	0.962	0.962	0.962	0.962	0.003804	9.336614	9.363919
20250608_182158	sem	50	0.6	knn	7	euclidean	0.974	0.972	0.972	0.972	0.972	0.003702	2.036330	2.063283
20250608_182207	sem	50	0.6	knn	7	manhattan	0.971	0.970	0.970	0.970	0.970	0.003736	8.344823	8.371740
20250608_182216	sem	50	0.6	knn	7	chebyshev	0.964	0.962	0.962	0.962	0.961	0.003784	9.359280	9.386477
20250608_182217	sem	50	0.6	log			0.898	0.901	0.901	0.901	0.900	0.965140	0.003663	0.992391
20250608_182218	sem	50	0.6	log			0.898	0.901	0.901	0.901	0.900	0.966872	0.003696	0.996218
20250608_182219	sem	50	0.6	log			0.898	0.901	0.901	0.901	0.900	0.978573	0.003505	1.006461
20250608_182220	sem	50	0.6	log			0.898	0.901	0.901	0.901	0.900	0.965276	0.004482	0.995829
20250608_182221	sem	50	0.6	log			0.898	0.901	0.901	0.901	0.900	0.987387	0.004251	1.015283
20250608_182222	sem	50	0.6	log			0.898	0.901	0.901	0.901	0.900	0.965583	0.003809	0.993706
20250608_182223	sem	50	0.6	log			0.898	0.901	0.901	0.901	0.900	0.966549	0.003531	0.994292
20250608_182224	sem	50	0.6	log			0.898	0.901	0.901	0.901	0.900	0.976311	0.003729	1.004303
20250608_182225	sem	50	0.6	log			0.898	0.901	0.901	0.901	0.900	0.998086	0.003587	1.025778
20250608_182226	sem	50	0.6	log			0.898	0.901	0.901	0.901	0.900	0.965542	0.003641	0.992843
20250608_182227	sem	50	0.6	log			0.898	0.901	0.901	0.901	0.900	0.966543	0.003592	0.994482
20250608_182228	sem	50	0.6	log			0.898	0.901	0.901	0.901	0.900	0.977628	0.003673	1.005453
20250608_182229	sem	50	0.9	knn	1	euclidean	0.975	0.977	0.977	0.977	0.977	0.005539	0.782364	0.803581
20250608_182233	sem	50	0.9	knn	1	manhattan	0.975	0.976	0.976	0.976	0.976	0.005100	3.957494	3.978094
20250608_182237	sem	50	0.9	knn	1	chebyshev	0.968	0.965	0.965	0.965	0.965	0.004999	4.310126	4.330884
20250608_182238	sem	50	0.9	knn	3	euclidean	0.977	0.977	0.977	0.977	0.977	0.005721	0.781715	0.803208
20250608_182242	sem	50	0.9	knn	3	manhattan	0.975	0.974	0.974	0.974	0.974	0.005002	4.123235	4.143998
20250608_182246	sem	50	0.9	knn	3	chebyshev	0.966	0.965	0.965	0.965	0.965	0.004957	4.400222	4.420451
20250608_182247	sem	50	0.9	knn	5	euclidean	0.975	0.977	0.977	0.977	0.977	0.005133	0.696198	0.717868
20250608_182251	sem	50	0.9	knn	5	manhattan	0.973	0.975	0.975	0.975	0.975	0.005277	3.951417	3.971936
20250608_182255	sem	50	0.9	knn	5	chebyshev	0.967	0.964	0.964	0.964	0.964	0.005137	4.288329	4.308955
20250608_182256	sem	50	0.9	knn	7	euclidean	0.973	0.976	0.976	0.976	0.976	0.005143	0.691565	0.712100
20250608_182300	sem	50	0.9	knn	7	manhattan	0.970	0.973	0.973	0.973	0.973	0.004957	3.819695	3.840172
20250608_182304	sem	50	0.9	knn	7	chebyshev	0.967	0.965	0.965	0.965	0.964	0.005308	4.203590	4.224363
20250608_182306	sem	50	0.9	log			0.900	0.902	0.902	0.902	0.901	1.350333	0.001096	1.367663
20250608_182307	sem	50	0.9	log			0.900	0.902	0.902	0.902	0.901	1.352968	0.001177	1.370450
20250608_182308	sem	50	0.9	log			0.900	0.902	0.902	0.902	0.901	1.352642	0.001242	1.369063
20250608_182310	sem	50	0.9	log			0.900	0.902	0.902	0.902	0.901	1.350402	0.001746	1.368087
20250608_182311	sem	50	0.9	log			0.900	0.902	0.902	0.902	0.901	1.351860	0.001175	1.368139
20250608_182312	sem	50	0.9	log			0.900	0.902	0.902	0.902	0.901	1.364944	0.002970	1.384513
20250608_182314	sem	50	0.9	log			0.900	0.902	0.902	0.902	0.901	1.381808	0.001153	1.400124
20250608_182315	sem	50	0.9	log			0.900	0.902	0.902	0.902	0.901	1.402730	0.001803	1.422468
20250608_182317	sem	50	0.9	log			0.900	0.902	0.902	0.902	0.901	1.442980	0.001216	1.461818
20250608_182318	sem	50	0.9	log			0.900	0.902	0.902	0.902	0.901	1.464109	0.001105	1.483670
20250608_182320	sem	50	0.9	log			0.900	0.902	0.902	0.902	0.901	1.401357	0.001188	1.417955
20250608_182321	sem	50	0.9	log			0.900	0.902	0.902	0.902	0.901	1.442221	0.001105	1.460705
20250608_182324	sem	100	0.6	knn	1	euclidean	0.972	0.973	0.973	0.973	0.973	0.004757	2.502615	2.541507
20250608_182343	sem	100	0.6	knn	1	manhattan	0.968	0.967	0.967	0.967	0.966	0.004543	18.363355	18.399805
20250608_182404	sem	100	0.6	knn	1	chebyshev	0.963	0.961	0.961	0.961	0.961	0.004568	21.515493	21.552287
20250608_182407	sem	100	0.6	knn	3	euclidean	0.973	0.973	0.973	0.973	0.972	0.004556	2.526318	2.563475
20250608_182425	sem	100	0.6	knn	3	manhattan	0.967	0.967	0.967	0.967	0.967	0.004546	18.383466	18.420489
20250608_182447	sem	100	0.6	knn	3	chebyshev	0.965	0.962	0.962	0.962	0.962	0.004554	22.199755	22.236244
20250608_182450	sem	100	0.6	knn	5	euclidean	0.972	0.971	0.971	0.971	0.971	0.004576	2.482453	2.518955
20250608_182509	sem	100	0.6	knn	5	manhattan	0.966	0.965	0.965	0.965	0.965	0.004558	18.650864	18.687858
20250608_182530	sem	100	0.6	knn	5	chebyshev	0.964	0.962	0.962	0.962	0.962	0.004570	21.701077	21.738298
20250608_182533	sem	100	0.6	knn	7	euclidean	0.971	0.971	0.971	0.971	0.971	0.004614	2.603737	2.641076
20250608_182551	sem	100	0.6	knn	7	manhattan	0.965	0.964	0.965	0.964	0.964	0.004818	18.335794	18.374262
20250608_182613	sem	100	0.6	knn	7	chebyshev	0.963	0.961	0.961	0.961	0.961	0.004563	21.698037	21.734729
20250608_182617	sem	100	0.6	log			0.910	0.912	0.912	0.912	0.911	3.561702	0.005555	3.601997
20250608_182620	sem	100	0.6	log			0.910	0.912	0.912	0.912	0.911	3.621462	0.005417	3.660048
20250608_182624	sem	100	0.6	log			0.910	0.912	0.912	0.912	0.911	3.548400	0.005612	3.586657
20250608_182628	sem	100	0.6	log			0.910	0.912	0.912	0.912	0.911	3.612758	0.005398	3.655771
20250608_182631	sem	100	0.6	log			0.910	0.912	0.912	0.912	0.911	3.574039	0.005405	3.612211
20250608_182635	sem	100	0.6	log			0.910	0.912	0.912	0.912	0.911	3.560855	0.005564	3.601995
20250608_182638	sem	100	0.6	log			0.910	0.912	0.912	0.912	0.911	3.601376	0.005503	3.642004
20250608_182642	sem	100	0.6	log			0.910	0.912	0.912	0.912	0.911	3.560841	0.005406	3.601358
20250608_182646	sem	100	0.6	log			0.910	0.912	0.912	0.912	0.911	3.560302	0.005587	3.599463
20250608_182649	sem	100	0.6	log			0.910	0.912	0.912	0.912	0.911	3.604669	0.005847	3.644200
20250608_182653	sem	100	0.6	log			0.910	0.912	0.912	0.912	0.911	3.553130	0.005537	3.592775
20250608_182656	sem	100	0.6	log			0.910	0.912	0.912	0.912	0.911	3.550814	0.005315	3.588460
20250608_182657	sem	100	0.9	knn	1	euclidean	0.979	0.976	0.976	0.976	0.976	0.006693	0.875055	0.906062
20250608_182706	sem	100	0.9	knn	1	manhattan	0.974	0.968	0.968	0.968	0.968	0.006538	8.352846	8.382706
20250608_182716	sem	100	0.9	knn	1	chebyshev	0.965	0.965	0.965	0.965	0.965	0.006321	9.790728	9.820514
20250608_182717	sem	100	0.9	knn	3	euclidean	0.975	0.975	0.975	0.975	0.975	0.006336	0.887411	0.916933
20250608_182725	sem	100	0.9	knn	3	manhattan	0.971	0.966	0.967	0.966	0.966	0.006532	8.101823	8.131778
20250608_182734	sem	100	0.9	knn	3	chebyshev	0.965	0.965	0.965	0.965	0.965	0.006345	9.784257	9.814090
20250608_182735	sem	100	0.9	knn	5	euclidean	0.972	0.975	0.976	0.975	0.975	0.006337	0.836780	0.866104
20250608_182744	sem	100	0.9	knn	5	manhattan	0.968	0.968	0.968	0.968	0.968	0.006346	8.150280	8.179696
20250608_182753	sem	100	0.9	knn	5	chebyshev	0.966	0.964	0.964	0.964	0.964	0.006270	9.824676	9.854396
20250608_182754	sem	100	0.9	knn	7	euclidean	0.969	0.975	0.975	0.975	0.975	0.006471	0.880898	0.910726
20250608_182803	sem	100	0.9	knn	7	manhattan	0.966	0.966	0.966	0.966	0.966	0.006285	8.259924	8.290092
20250608_182812	sem	100	0.9	knn	7	chebyshev	0.965	0.964	0.964	0.964	0.964	0.006646	9.833348	9.863475
